Trade #,Type,Date and time,Signal,Price CAD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
242,Entry long,2025-12-04 15:25," | F:75,38,2,0,0.61,0,1,38.71,1,0.99,20.53",1.8631,71429,133079.3699,-25.59,-0.03,0,0.00,-25.59,-0.03,-1091.17,-0.01
243,Exit long,2025-12-04 17:45,Long Exit,1.86304,48077,89609.75876,-28.93,-0.05,0,0.00,-28.93,-0.05,-1120.1,-0.01
243,Entry long,2025-12-04 17:40," | F:80,22,2,0,0.55,1,1,48.5,1,1.03,13.59",1.86388,48077,89609.75876,-28.93,-0.05,0,0.00,-28.93,-0.05,-1120.1,-0.01
244,Exit short,2025-12-19 21:15,Short Exit,1.84503,89286,164703.2056,-23.32,-0.02,11.66,0.01,-23.32,-0.02,-1143.41,-0.01
244,Entry short,2025-12-19 21:00," | F:70,78,2,1,0.73,0,1,67.42,1,1.09,22.21",1.84467,89286,164703.2056,-23.32,-0.02,11.66,0.01,-23.32,-0.02,-1143.41,-0.01
245,Exit long,2026-01-05 11:20,Long Exit,1.85168,50505,93383.745,98.51,0.14,98.51,0.14,-20.58,-0.03,-1044.9,-0.01
245,Entry long,2026-01-05 10:05," | F:70,24,1,0,0.87,0,1,46.74,1,1.36,15.56",1.849,50505,93383.745,98.51,0.14,98.51,0.14,-20.58,-0.03,-1044.9,-0.01
246,Exit long,2026-01-06 15:10,Long Exit,1.86123,58824,109523.2291,-27.75,-0.03,2.56,0.00,-27.75,-0.03,-1072.66,-0.01
246,Entry long,2026-01-06 15:05," | F:75,240,2,0,0.19,1,0,44.01,1,1.41,29.3",1.86188,58824,109523.2291,-27.75,-0.03,2.56,0.00,-27.75,-0.03,-1072.66,-0.01
247,Exit long,2026-01-08 15:50,Long Exit,1.86007,56180,104537.4968,-27.96,-0.04,1.22,0.00,-27.96,-0.04,-1100.61,-0.01
247,Entry long,2026-01-08 15:45," | F:60,282,2,0,0.22,1,0,26.61,1,1.38,36.53",1.86076,56180,104537.4968,-27.96,-0.04,1.22,0.00,-27.96,-0.04,-1100.61,-0.01
248,Exit long,2026-01-12 19:15,Long Exit,1.86773,62500,116770.625,-26.94,-0.03,42.65,0.05,-26.94,-0.03,-1127.55,-0.01
248,Entry long,2026-01-12 18:20," | F:70,54,2,0,0.66,0,1,37.46,1,0.88,17.21",1.86833,62500,116770.625,-26.94,-0.03,42.65,0.05,-26.94,-0.03,-1127.55,-0.01
249,Exit long,2026-01-15 16:40,Long Exit,1.85987,55556,103365.8269,-28,-0.04,8.4,0.01,-28,-0.04,-1155.54,-0.01
249,Entry long,2026-01-15 16:30," | F:60,7,2,0,0.49,1,0,31.99,0,1.19,52.67",1.86057,55556,103365.8269,-28,-0.04,8.4,0.01,-28,-0.04,-1155.54,-0.01
250,Exit long,2026-01-16 17:00,Long Exit,1.86227,56818,105849.0931,-27.79,-0.04,16.76,0.02,-27.79,-0.04,-1183.34,-0.01
250,Entry long,2026-01-16 16:45," | F:75,15,2,0,1.14,0,1,55.23,1,1.11,21.31",1.86295,56818,105849.0931,-27.79,-0.04,16.76,0.02,-27.79,-0.04,-1183.34,-0.01
