Trade #,Type,Date and time,Signal,Price,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %,Symbol
265,Long Exit,2025-07-14 17:05,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,235.67999999999998,USDJPY
265,Entry long,2025-07-14 17:05, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=2 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,234.67999999999998,USDJPY
266,Long Exit,2025-07-15 09:30,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,234.67999999999998,XAUUSD
266,Entry long,2025-07-15 09:30, | F:signal_encoded=95 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=63 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,233.67999999999998,XAUUSD
267,Long Exit,2025-07-15 11:25,Long Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,233.67999999999998,XAUUSD
267,Entry long,2025-07-15 11:25, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=61 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,236.67999999999998,XAUUSD
268,Short Exit,2025-07-15 14:00,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,236.67999999999998,NAS100
268,Entry short,2025-07-15 14:00, | F:signal_encoded=95 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=210 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,238.67999999999998,NAS100
269,Long Exit,2025-07-15 19:00,Long Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,238.67999999999998,USDJPY
269,Entry long,2025-07-15 19:00, | F:signal_encoded=95 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=4 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,241.67999999999998,USDJPY
270,Long Exit,2025-07-16 08:25,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,241.67999999999998,GBPJPY
270,Entry long,2025-07-16 08:25, | F:signal_encoded=65 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=2 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,244.17999999999998,GBPJPY
271,Short Exit,2025-07-29 10:20,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,244.17999999999998,GBPJPY
271,Entry short,2025-07-29 10:20, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=4 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,243.17999999999998,GBPJPY
272,Short Exit,2025-10-14 14:10,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,243.17999999999998,GBPCAD
272,Entry short,2025-10-14 14:10, | F:signal_encoded=95 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=4 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,245.17999999999998,GBPCAD
273,Long Exit,2025-10-15 12:25,Long Exit,0,1,0,0,1.0,0,1.0,0,0.0,0,245.17999999999998,XAUUSD
273,Entry long,2025-10-15 12:25, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=10 | F:source_encoded=2,0,1,0,0,1.0,0,1.0,0,0.0,0,246.17999999999998,XAUUSD
274,Short Exit,2025-10-15 16:00,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,246.17999999999998,GBPUSD
274,Entry short,2025-10-15 16:00, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=2 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,245.17999999999998,GBPUSD
275,Long Exit,2025-10-15 16:50,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,245.17999999999998,NAS100
275,Entry long,2025-10-15 16:50, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=100 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,246.67999999999998,NAS100
276,Short Exit,2025-10-20 15:15,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,246.67999999999998,GBPUSD
276,Entry short,2025-10-20 15:15, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=0 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,245.67999999999998,GBPUSD
277,Short Exit,2025-10-21 12:35,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,245.67999999999998,GBPUSD
277,Entry short,2025-10-21 12:35, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=3 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,247.67999999999998,GBPUSD
278,Short Exit,2025-10-21 17:20,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,247.67999999999998,NAS100
278,Entry short,2025-10-21 17:20, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=841 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,249.17999999999998,NAS100
279,Long Exit,2025-10-22 09:40,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,249.17999999999998,USDJPY
279,Entry long,2025-10-22 09:40, | F:signal_encoded=95 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=2 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,248.17999999999998,USDJPY
280,Short Exit,2025-10-22 13:30,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,248.17999999999998,XAUUSD
280,Entry short,2025-10-22 13:30, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=109 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,249.67999999999998,XAUUSD
281,Short Exit,2025-10-24 16:20,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,249.67999999999998,XAUUSD
281,Entry short,2025-10-24 16:20, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=327 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,251.17999999999998,XAUUSD
