Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
27,Entry long,2023-03-10 21:30, | F:score=45 | F:fresh=7 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.46 | F:is_accuracy=0 | F:trend=0 | F:rsi=40.33 | F:htf_trend=0 | F:rvol=1.44 | F:adx=26.76 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=50 | F:liquidity_distance=74.74 | F:liquidity_spread=27.88 | F:return_strength=59.39,11822.34,2,23644.68,-49.14,-0.21,151.64,0.64,-49.14,-0.21,-306.48,0.00
28,Exit short,2023-03-13 17:25,Short Exit,12029.3,2,23998.46,-60.14,-0.25,17.92,0.07,-60.14,-0.25,-366.62,0.00
28,Entry short,2023-03-13 17:20, | F:score=75 | F:fresh=84 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.36 | F:is_accuracy=0 | F:trend=1 | F:rsi=65.64 | F:htf_trend=0 | F:rvol=0.88 | F:adx=30.33 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=37.09 | F:liquidity_distance=72.96 | F:liquidity_spread=100 | F:return_strength=55.76,11999.23,2,23998.46,-60.14,-0.25,17.92,0.07,-60.14,-0.25,-366.62,0.00
29,Exit short,2023-03-16 13:30,Time Stop (Bars),12272.07,2,24582.02,37.88,0.15,92.2,0.38,-36.08,-0.15,-328.74,0.00
29,Entry short,2023-03-16 10:30, | F:score=55 | F:fresh=6 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.91 | F:is_accuracy=0 | F:trend=1 | F:rsi=50.63 | F:htf_trend=1 | F:rvol=1.61 | F:adx=19.56 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=56.3 | F:liquidity_distance=92.52 | F:liquidity_spread=13.51 | F:return_strength=100,12291.01,2,24582.02,37.88,0.15,92.2,0.38,-36.08,-0.15,-328.74,0.00
30,Exit long,2023-03-17 13:15,Long Exit,12586.54,5,62983.6,-50.9,-0.08,28.6,0.05,-50.9,-0.08,-379.64,0.00
30,Entry long,2023-03-17 13:00, | F:score=75 | F:fresh=9 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.88 | F:is_accuracy=0 | F:trend=1 | F:rsi=48.82 | F:htf_trend=1 | F:rvol=1.24 | F:adx=12.17 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=27.29 | F:liquidity_distance=92.98 | F:liquidity_spread=11.14 | F:return_strength=100,12596.72,5,62983.6,-50.9,-0.08,28.6,0.05,-50.9,-0.08,-379.64,0.00
31,Exit long,2023-03-17 14:20,Long Exit,12568.66,1,12593.11,-24.45,-0.19,19.97,0.16,-24.45,-0.19,-404.09,0.00
31,Entry long,2023-03-17 13:40, | F:score=70 | F:fresh=158 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.28 | F:is_accuracy=0 | F:trend=1 | F:rsi=49.83 | F:htf_trend=1 | F:rvol=1.15 | F:adx=18.39 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=36.25 | F:liquidity_distance=99.04 | F:liquidity_spread=28.26 | F:return_strength=50,12593.11,1,12593.11,-24.45,-0.19,19.97,0.16,-24.45,-0.19,-404.09,0.00
32,Exit short,2023-03-21 15:30,Short Exit,12665.7,4,50610,-52.8,-0.10,19.88,0.04,-52.8,-0.10,-456.89,0.00
