Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
32,Exit long,2025-03-06 07:20,Long Exit,2915.4,234,682468.02,-264.42,-0.04,14.04,0.00,-264.42,-0.04,234.18,0.00
32,Entry long,2025-03-06 07:15,Long,2916.53,234,682468.02,-264.42,-0.04,14.04,0.00,-264.42,-0.04,234.18,0.00
33,Exit short,2025-03-11 01:25,Time Stop (Bars),2884.3,87,251276.01,341.91,0.14,368.01,0.15,-237.51,-0.09,576.09,0.01
33,Entry short,2025-03-10 21:25,Short,2888.23,87,251276.01,341.91,0.14,368.01,0.15,-237.51,-0.09,576.09,0.01
34,Exit long,2025-03-11 15:25,Long Exit,2912.12,117,340345.98,372.06,0.11,372.06,0.11,-62.01,-0.02,948.15,0.01
34,Entry long,2025-03-11 15:15,Long,2908.94,117,340345.98,372.06,0.11,372.06,0.11,-62.01,-0.02,948.15,0.01
35,Exit long,2025-03-14 15:30,Long Exit,2991.82,192,574690.56,-261.12,-0.05,568.32,0.10,-261.12,-0.05,687.03,0.01
35,Entry long,2025-03-14 15:10,Long,2993.18,192,574690.56,-261.12,-0.05,568.32,0.10,-261.12,-0.05,687.03,0.01
36,Exit short,2025-03-17 09:40,Short Exit,2986.67,207,618861.69,621,0.10,621,0.10,-105.57,-0.02,1308.03,0.01
36,Entry short,2025-03-17 08:45,Short,2989.67,207,618861.69,621,0.10,621,0.10,-105.57,-0.02,1308.03,0.01
37,Exit long,2025-03-18 15:45,Long Exit,3031.51,139,420883.66,496.23,0.12,496.23,0.12,-48.65,-0.01,1804.26,0.02
37,Entry long,2025-03-18 15:40,Long,3027.94,139,420883.66,496.23,0.12,496.23,0.12,-48.65,-0.01,1804.26,0.02
38,Exit short,2025-03-19 17:05,Short Exit,3032.16,99,299927.43,-256.41,-0.09,277.2,0.09,-256.41,-0.09,1547.85,0.02
38,Entry short,2025-03-19 16:30,Short,3029.57,99,299927.43,-256.41,-0.09,277.2,0.09,-256.41,-0.09,1547.85,0.02
39,Exit long,2025-03-20 10:20,Long Exit,3040.38,119,362062.26,-257.04,-0.07,16.66,0.00,-257.04,-0.07,1290.81,0.01
39,Entry long,2025-03-20 10:10,Long,3042.54,119,362062.26,-257.04,-0.07,16.66,0.00,-257.04,-0.07,1290.81,0.01
40,Exit long,2025-03-31 16:30,Long Exit,3113.77,49,152825.61,-250.88,-0.16,143.57,0.09,-250.88,-0.16,1039.93,0.01
40,Entry long,2025-03-31 16:10,Long,3118.89,49,152825.61,-250.88,-0.16,143.57,0.09,-250.88,-0.16,1039.93,0.01
41,Exit long,2025-04-04 15:25,Long Exit,3091.52,27,83726.19,-255.15,-0.30,87.75,0.10,-255.15,-0.30,784.78,0.01
41,Entry long,2025-04-04 15:15,Long,3100.97,27,83726.19,-255.15,-0.30,87.75,0.10,-255.15,-0.30,784.78,0.01
42,Exit long,2025-04-08 20:25,Long Exit,2976.2,40,119299.2,-251.2,-0.21,28,0.02,-251.2,-0.21,533.58,0.01
42,Entry long,2025-04-08 20:15,Long,2982.48,40,119299.2,-251.2,-0.21,28,0.02,-251.2,-0.21,533.58,0.01
43,Exit short,2025-04-09 12:30,Short Exit,3048.21,57,173496.03,-251.94,-0.15,14.25,0.01,-251.94,-0.15,281.64,0.00
43,Entry short,2025-04-09 12:25,Short,3043.79,57,173496.03,-251.94,-0.15,14.25,0.01,-251.94,-0.15,281.64,0.00
44,Exit short,2025-04-17 16:30,Short Exit,3321.11,30,100011.3,378,0.38,378,0.38,-25.8,-0.03,659.64,0.01
44,Entry short,2025-04-17 15:15,Short,3333.71,30,100011.3,378,0.38,378,0.38,-25.8,-0.03,659.64,0.01
45,Exit short,2025-04-22 15:45,Short Exit,3435.75,21,72517.83,367.08,0.51,367.08,0.51,-66.99,-0.09,1026.72,0.01
45,Entry short,2025-04-22 15:20,Short,3453.23,21,72517.83,367.08,0.51,367.08,0.51,-66.99,-0.09,1026.72,0.01
46,Exit long,2025-04-30 09:10,Long Exit,3307.53,106,350854.7,-256.52,-0.07,147.34,0.04,-256.52,-0.07,770.2,0.01
46,Entry long,2025-04-30 09:00,Long,3309.95,106,350854.7,-256.52,-0.07,147.34,0.04,-256.52,-0.07,770.2,0.01
47,Exit short,2025-04-30 10:35,Short Exit,3312.59,81,268190.19,-129.6,-0.05,163.62,0.06,-129.6,-0.05,640.6,0.01
47,Entry short,2025-04-30 10:25,Short,3310.99,81,268190.19,-129.6,-0.05,163.62,0.06,-129.6,-0.05,640.6,0.01
